kenteken;voertuigsoort;merk;catalogusprijs;eerste_kleur;prijscategorie
00NTX9;Personenauto;FIAT;18933.0;WIT;normaal
00NVB5;Personenauto;FIAT;10170.0;ZWART;normaal
00NVF2;Personenauto;FIAT;16442.0;GRIJS;normaal
00NVF4;Personenauto;FIAT;15318.0;ROOD;normaal
00NVG9;Personenauto;FIAT;16442.0;ZWART;normaal
00NVH3;Personenauto;FIAT;8314.0;GEEL;normaal
00NVK4;Personenauto;FIAT;13705.0;GRIJS;normaal
00NVN8;Personenauto;FIAT;9720.0;GRIJS;normaal
00NVS8;Personenauto;FIAT;16470.0;GRIJS;normaal
00NXB2;Personenauto;FIAT;9590.0;ZWART;normaal
00NXF5;Personenauto;FIAT;16982.0;GRIJS;normaal
00NXH2;Personenauto;FIAT;9590.0;BLAUW;normaal
00NXK4;Personenauto;FIAT;9590.0;ZWART;normaal
00NXL3;Personenauto;FIAT;8690.0;BLAUW;normaal
00NXL8;Personenauto;FIAT;18406.0;ZWART;normaal
00NZH1;Personenauto;FIAT;8564.0;WIT;normaal
00PBG5;Personenauto;FIAT;19122.0;ROOD;normaal
00PBV3;Personenauto;FIAT;16477.0;BLAUW;normaal
00PBV4;Personenauto;FIAT;9590.0;GRIJS;normaal
00PDH8;Personenauto;FIAT;18648.0;ZWART;normaal
00PDR7;Personenauto;FIAT;15051.0;GRIJS;normaal
00PDS1;Personenauto;FIAT;17275.0;BLAUW;normaal
00PDZ7;Personenauto;FIAT;8524.0;BLAUW;normaal
00PDZ9;Personenauto;FIAT;16500.0;WIT;normaal
00PFF1;Personenauto;FIAT;16368.0;ROSE;normaal
00PGP8;Personenauto;FIAT;16217.0;WIT;normaal
00PGP9;Personenauto;FIAT;18136.0;WIT;normaal
00PGR1;Personenauto;FIAT;9720.0;ZWART;normaal
00PGR2;Personenauto;FIAT;10170.0;ZWART;normaal
00PGR4;Personenauto;FIAT;13874.0;BLAUW;normaal
00PGR6;Personenauto;FIAT;18216.0;ZWART;normaal
00PGT3;Personenauto;FIAT;9635.0;ZWART;normaal
00PGT4;Personenauto;FIAT;21189.0;GRIJS;hoog
00PGX3;Personenauto;FIAT;9720.0;ZWART;normaal
00PGX4;Personenauto;FIAT;18388.0;ZWART;normaal
00PHB8;Personenauto;FIAT;8885.0;GRIJS;normaal
00PHL5;Personenauto;FIAT;9520.0;WIT;normaal
00PHP8;Personenauto;FIAT;8819.0;GRIJS;normaal
00PHP9;Personenauto;FIAT;14772.0;WIT;normaal
00PHV2;Personenauto;FIAT;15852.0;CREME;normaal
00PHV3;Personenauto;FIAT;9590.0;BLAUW;normaal
00PJB2;Personenauto;FIAT;16143.0;CREME;normaal
00PJH4;Personenauto;FIAT;8719.0;ZWART;normaal
00PJL6;Personenauto;FIAT;9720.0;PAARS;normaal
00PJR4;Personenauto;FIAT;17233.0;BLAUW;normaal
00PJV5;Personenauto;FIAT;16170.0;WIT;normaal
00PKF3;Personenauto;FIAT;23293.0;GRIJS;hoog
00PKH5;Personenauto;FIAT;16080.0;ZWART;normaal
00PKH6;Personenauto;FIAT;16215.0;GRIJS;normaal
00PKL7;Personenauto;FIAT;13763.0;GRIJS;normaal
00PKR7;Personenauto;FIAT;17045.0;CREME;normaal
00PKR8;Personenauto;FIAT;17104.0;GRIJS;normaal
00PKV1;Personenauto;FIAT;18594.0;ZWART;normaal
00PLF4;Personenauto;FIAT;9744.0;GRIJS;normaal
00PLH8;Personenauto;FIAT;8629.0;BLAUW;normaal
00PLN3;Personenauto;FIAT;9494.0;ZWART;normaal
00PLN4;Personenauto;FIAT;17744.0;WIT;normaal
00PLS4;Personenauto;FIAT;14418.0;BLAUW;normaal
00PLV7;Personenauto;FIAT;15893.0;ZWART;normaal
00PNB2;Personenauto;FIAT;14245.0;WIT;normaal
00PNB3;Personenauto;FIAT;17762.0;BLAUW;normaal
00PNF7;Personenauto;FIAT;18482.0;ZWART;normaal
00PNK6;Personenauto;FIAT;16719.0;CREME;normaal
00PNK7;Personenauto;FIAT;9744.0;BEIGE;normaal
00PNR1;Personenauto;FIAT;14047.0;BLAUW;normaal
00PNR2;Personenauto;FIAT;9669.0;GRIJS;normaal
00PNR3;Personenauto;FIAT;16980.0;ZWART;normaal
00PNV8;Personenauto;FIAT;9220.0;GEEL;normaal
00PNV9;Personenauto;FIAT;16470.0;GRIJS;normaal
00PPF3;Personenauto;FIAT;19274.0;ZWART;normaal
00PPJ7;Personenauto;FIAT;9370.0;GEEL;normaal
00PPR2;Personenauto;FIAT;17794.0;ZWART;normaal
00PPT7;Personenauto;FIAT;18482.0;ZWART;normaal
00PPT8;Personenauto;FIAT;18474.0;GRIJS;normaal
00PPX8;Personenauto;FIAT;9619.0;GRIJS;normaal
00PRB8;Personenauto;FIAT;9464.0;ROOD;normaal
00PRG2;Personenauto;FIAT;9944.0;PAARS;normaal
00PRJ8;Personenauto;FIAT;9720.0;ROOD;normaal
00PRJ9;Personenauto;FIAT;16982.0;ZWART;normaal
00PRR8;Personenauto;FIAT;15995.0;BLAUW;normaal
00PRT3;Personenauto;FIAT;10570.0;GEEL;normaal
00PRV1;Personenauto;FIAT;9820.0;ZWART;normaal
00PRZ6;Personenauto;FIAT;20695.0;ROOD;hoog
00PRZ7;Personenauto;FIAT;17697.0;ZWART;normaal
00PSH2;Personenauto;FIAT;14319.0;GRIJS;normaal
00PSL1;Personenauto;FIAT;8744.0;BLAUW;normaal
00PSP4;Personenauto;FIAT;15333.0;ZWART;normaal
00PSX1;Personenauto;FIAT;9744.0;ZWART;normaal
00PTD2;Personenauto;FIAT;17624.0;ZWART;normaal
00PTH8;Personenauto;FIAT;8769.0;GRIJS;normaal
00PTJ1;Personenauto;FIAT;19544.0;ROOD;normaal
00PTN4;Personenauto;FIAT;18482.0;ZWART;normaal
00PTN5;Personenauto;FIAT;9744.0;ZWART;normaal
00PTN6;Personenauto;FIAT;13440.0;BLAUW;normaal
00PTS7;Personenauto;FIAT;15294.0;WIT;normaal
00PTS9;Personenauto;FIAT;13874.0;BLAUW;normaal
00PTX9;Personenauto;FIAT;7769.0;GEEL;normaal
00PTZ1;Personenauto;FIAT;9619.0;GRIJS;normaal
00PTZ2;Personenauto;FIAT;17020.0;ZWART;normaal
00PVF9;Personenauto;FIAT;18770.0;CREME;normaal
00PVG1;Personenauto;FIAT;9794.0;GRIJS;normaal
00PVG2;Personenauto;FIAT;17020.0;ZWART;normaal
00PVP2;Personenauto;FIAT;19494.0;GRIJS;normaal
00PVP3;Personenauto;FIAT;9619.0;ZWART;normaal
00PVP4;Personenauto;FIAT;14312.0;GRIJS;normaal
00PVZ4;Personenauto;FIAT;15294.0;WIT;normaal
00PVZ5;Personenauto;FIAT;9769.0;ZWART;normaal
00PZB6;Personenauto;FIAT;17750.0;ZWART;normaal
00PZF8;Personenauto;FIAT;10945.0;ROOD;normaal
00PZJ4;Personenauto;FIAT;20695.0;CREME;hoog
00PZN6;Personenauto;FIAT;9794.0;GRIJS;normaal
00PZS1;Personenauto;FIAT;18482.0;ZWART;normaal
00PZV1;Personenauto;FIAT;15869.0;ZWART;normaal
00PZZ8;Personenauto;FIAT;15145.0;ZWART;normaal
00RBF6;Personenauto;FIAT;13595.0;WIT;normaal
00RBK3;Personenauto;FIAT;9794.0;BEIGE;normaal
00RBK4;Personenauto;FIAT;9744.0;ZWART;normaal
00RBP4;Personenauto;FIAT;16822.0;BLAUW;normaal
00RBX4;Personenauto;FIAT;13295.0;GRIJS;normaal
00RBX5;Personenauto;FIAT;9619.0;ZWART;normaal
00RDB9;Personenauto;FIAT;17494.0;ORANJE;normaal
00RDD4;Personenauto;FIAT;8919.0;ROOD;normaal
00RDD5;Personenauto;FIAT;14854.0;BLAUW;normaal
00RDK3;Personenauto;FIAT;16719.0;BLAUW;normaal
00RDK4;Personenauto;FIAT;9745.0;ROOD;normaal
00RDK5;Personenauto;FIAT;17925.0;GRIJS;normaal
00RDV8;Personenauto;FIAT;9619.0;ZWART;normaal
00RFD7;Personenauto;FIAT;17070.0;CREME;normaal
00RFK8;Personenauto;FIAT;9695.0;WIT;normaal
00RFR6;Personenauto;FIAT;10245.0;GRIJS;normaal
00RGB1;Personenauto;FIAT;9519.0;GRIJS;normaal
00RGF9;Personenauto;FIAT;14605.0;WIT;normaal
00RGG1;Personenauto;FIAT;20015.0;GRIJS;hoog
00RGJ3;Personenauto;FIAT;13070.0;BLAUW;normaal
00RGL7;Personenauto;FIAT;16472.0;ZWART;normaal
00RGR2;Personenauto;FIAT;13135.0;WIT;normaal
00RHB3;Personenauto;FIAT;17995.0;ZWART;normaal
00RHJ3;Personenauto;FIAT;9644.0;BLAUW;normaal
00RHN1;Personenauto;FIAT;17395.0;WIT;normaal
00RHS8;Personenauto;FIAT;8194.0;GEEL;normaal
00RHS9;Personenauto;FIAT;9344.0;GEEL;normaal
00RHZ4;Personenauto;FIAT;17094.0;WIT;normaal
00RHZ5;Personenauto;FIAT;9794.0;BLAUW;normaal
00RHZ6;Personenauto;FIAT;10145.0;WIT;normaal
00RJG1;Personenauto;FIAT;14945.0;WIT;normaal
00RJG2;Personenauto;FIAT;9644.0;BLAUW;normaal
00RJG3;Personenauto;FIAT;9644.0;BLAUW;normaal
00RJG4;Personenauto;FIAT;9744.0;ZWART;normaal
00RJL2;Personenauto;FIAT;9019.0;GRIJS;normaal
00RJL3;Personenauto;FIAT;9744.0;PAARS;normaal
00RJL4;Personenauto;FIAT;17570.0;WIT;normaal
00RJR5;Personenauto;FIAT;9619.0;GRIJS;normaal
00RJX5;Personenauto;FIAT;9919.0;GRIJS;normaal
00RKG9;Personenauto;FIAT;17820.0;WIT;normaal
00RKJ6;Personenauto;FIAT;20222.0;GRIJS;hoog
00RKN3;Personenauto;FIAT;16044.0;ZWART;normaal
00RKN5;Personenauto;FIAT;16664.0;ROOD;normaal
00RKS1;Personenauto;FIAT;8744.0;WIT;normaal
00RKZ8;Personenauto;FIAT;18970.0;WIT;normaal
00RLF2;Personenauto;FIAT;19020.0;WIT;normaal
00RLF8;Personenauto;FIAT;14114.0;WIT;normaal
00RLJ9;Personenauto;FIAT;27298.0;WIT;hoog
00RLN7;Personenauto;FIAT;22295.0;ZWART;hoog
00RLS4;Personenauto;FIAT;18873.0;ZWART;normaal
00RND9;Personenauto;FIAT;10295.0;ZWART;normaal
00RNP4;Personenauto;FIAT;9469.0;GRIJS;normaal
00RNT6;Personenauto;FIAT;16170.0;ROOD;normaal
00RNT7;Personenauto;FIAT;9520.0;BLAUW;normaal
00RNT8;Personenauto;FIAT;9520.0;WIT;normaal
00RNT9;Personenauto;FIAT;16783.0;ZWART;normaal
00RPB6;Personenauto;FIAT;15670.0;WIT;normaal
00RPB7;Personenauto;FIAT;9644.0;GRIJS;normaal
00RPK4;Personenauto;FIAT;15970.0;CREME;normaal
00RPK5;Personenauto;FIAT;15670.0;WIT;normaal
00RPK6;Personenauto;FIAT;17769.0;ZWART;normaal
00RPK7;Personenauto;FIAT;10295.0;PAARS;normaal
00RPK8;Personenauto;FIAT;9619.0;BEIGE;normaal
00RPK9;Personenauto;FIAT;18761.0;ZWART;normaal
00RPT4;Personenauto;FIAT;17545.0;CREME;normaal
00RPT6;Personenauto;FIAT;9794.0;ZWART;normaal
00RPT7;Personenauto;FIAT;17570.0;GRIJS;normaal
00RRB5;Personenauto;FIAT;14794.0;WIT;normaal
00RRG9;Personenauto;FIAT;17799.0;GRIJS;normaal
00RRK1;Personenauto;FIAT;19029.0;GRIJS;normaal
00RRN5;Personenauto;FIAT;10245.0;BLAUW;normaal
00RRR7;Personenauto;FIAT;21895.0;BLAUW;hoog
00RRT7;Personenauto;FIAT;16950.0;GRIJS;normaal
00RSH1;Personenauto;FIAT;9619.0;ZWART;normaal
00RSN9;Personenauto;FIAT;14794.0;GRIJS;normaal
00RTG1;Personenauto;FIAT;17199.0;GRIJS;normaal
00RTL6;Personenauto;FIAT;16770.0;WIT;normaal
00RTV6;Personenauto;FIAT;19369.0;BLAUW;normaal
00RTV7;Personenauto;FIAT;9794.0;ZWART;normaal
00RTV8;Personenauto;FIAT;18515.0;ROOD;normaal
00RVP7;Personenauto;FIAT;15670.0;WIT;normaal
00RVS7;Personenauto;FIAT;21395.0;WIT;hoog
00RVZ4;Personenauto;FIAT;14494.0;ZWART;normaal
00RXJ3;Personenauto;FIAT;17919.0;WIT;normaal
00RXS3;Personenauto;FIAT;16514.0;GRIJS;normaal
00RZF9;Personenauto;FIAT;14339.0;BLAUW;normaal
00RZN7;Personenauto;FIAT;17019.0;WIT;normaal
00RZS2;Personenauto;FIAT;19769.0;GRIJS;normaal
00RZS3;Personenauto;FIAT;23882.0;BEIGE;hoog
00RZV8;Personenauto;FIAT;10145.0;WIT;normaal
00SBB1;Personenauto;FIAT;17045.0;ORANJE;normaal
00SBB2;Personenauto;FIAT;16619.0;BLAUW;normaal
00SBB3;Personenauto;FIAT;10145.0;ROOD;normaal
00SBF8;Personenauto;FIAT;10145.0;WIT;normaal
00SBV6;Personenauto;FIAT;13190.0;GRIJS;normaal
00SFL1;Personenauto;FIAT;10295.0;WIT;normaal
00SFZ7;Personenauto;FIAT;10145.0;BLAUW;normaal
00SGK4;Personenauto;FIAT;22395.0;WIT;hoog
00SGV1;Personenauto;FIAT;20095.0;WIT;hoog
00SHB3;Personenauto;FIAT;9744.0;PAARS;normaal
00SHG8;Personenauto;FIAT;10245.0;BLAUW;normaal
00SHN2;Personenauto;FIAT;16144.0;WIT;normaal
00SHN3;Personenauto;FIAT;10245.0;BEIGE;normaal
00SHN4;Personenauto;FIAT;16165.0;GRIJS;normaal
00SHV3;Personenauto;FIAT;14895.0;ROOD;normaal
00SHV4;Personenauto;FIAT;10245.0;BEIGE;normaal
00SJD8;Personenauto;FIAT;16444.0;WIT;normaal
00SJD9;Personenauto;FIAT;10295.0;GRIJS;normaal
00SJJ4;Personenauto;FIAT;17520.0;BLAUW;normaal
00SJR7;Personenauto;FIAT;16745.0;ZWART;normaal
00SKD5;Personenauto;FIAT;17689.0;WIT;normaal
00SKG9;Personenauto;FIAT;17094.0;WIT;normaal
00SKS6;Personenauto;FIAT;18320.0;WIT;normaal
00SKV8;Personenauto;FIAT;10295.0;BEIGE;normaal
00SLB4;Personenauto;FIAT;20939.0;WIT;hoog
00SLV8;Personenauto;FIAT;16195.0;BLAUW;normaal
00SND2;Personenauto;FIAT;9519.0;ZWART;normaal
00SNH3;Personenauto;FIAT;17045.0;WIT;normaal
00SNH4;Personenauto;FIAT;52653.0;GRIJS;hoog
00SNL7;Personenauto;FIAT;10245.0;GRIJS;normaal
00SNP9;Personenauto;FIAT;10245.0;ZWART;normaal
00SNS2;Personenauto;FIAT;19700.0;GRIJS;normaal
00SNS5;Personenauto;FIAT;17270.0;GRIJS;normaal
00SPF6;Personenauto;FIAT;20629.0;ZWART;hoog
00SPS3;Personenauto;FIAT;17839.0;WIT;normaal
00SPV8;Personenauto;FIAT;16219.0;WIT;normaal
00SRF5;Personenauto;FIAT;19084.0;ZWART;normaal
00SRS7;Personenauto;FIAT;18334.0;GRIJS;normaal
00STD2;Personenauto;FIAT;10245.0;ZWART;normaal
00STG3;Personenauto;FIAT;13295.0;GRIJS;normaal
00STJ6;Personenauto;FIAT;9744.0;ZWART;normaal
00STL5;Personenauto;FIAT;10245.0;GRIJS;normaal
00STP4;Personenauto;FIAT;9369.0;BLAUW;normaal
00STP5;Personenauto;FIAT;10145.0;ROOD;normaal
00STT3;Personenauto;FIAT;9744.0;ZWART;normaal
00STT4;Personenauto;FIAT;16470.0;WIT;normaal
00STZ6;Personenauto;FIAT;10245.0;ZWART;normaal
00SVD6;Personenauto;FIAT;20294.0;WIT;hoog
00SVH7;Personenauto;FIAT;16470.0;ZWART;normaal
00SVL3;Personenauto;FIAT;17995.0;WIT;normaal
00SVP6;Personenauto;FIAT;9719.0;ZWART;normaal
00SVR6;Personenauto;FIAT;17219.0;WIT;normaal
00SXF2;Personenauto;FIAT;9744.0;ZWART;normaal
00SXK2;Personenauto;FIAT;40823.0;WIT;hoog
00SXP6;Personenauto;FIAT;9594.0;BEIGE;normaal
00SXZ9;Personenauto;FIAT;14169.0;BLAUW;normaal
00TBH7;Personenauto;FIAT;10144.0;BLAUW;normaal
00TBX8;Personenauto;FIAT;17310.0;BLAUW;normaal
00TFD9;Personenauto;FIAT;20370.0;BLAUW;hoog
00TFL4;Personenauto;FIAT;14994.0;ZWART;normaal
00TFP6;Personenauto;FIAT;17118.0;ZWART;normaal
00TGN3;Personenauto;FIAT;15069.0;GRIJS;normaal
00THF9;Personenauto;FIAT;9469.0;GRIJS;normaal
00THJ6;Personenauto;FIAT;13239.0;ROOD;normaal
00THN1;Personenauto;FIAT;14969.0;GRIJS;normaal
00THN2;Personenauto;FIAT;10144.0;ROOD;normaal
00THR8;Personenauto;FIAT;9369.0;WIT;normaal
00TJB3;Personenauto;FIAT;9469.0;GRIJS;normaal
00TJF1;Personenauto;FIAT;8619.0;ROOD;normaal
00TJJ8;Personenauto;FIAT;28624.0;ZWART;hoog
00TJR3;Personenauto;FIAT;16195.0;ZWART;normaal
00TJS8;Personenauto;FIAT;15795.0;BLAUW;normaal
00TJT1;Personenauto;FIAT;15795.0;GRIJS;normaal
00TKF5;Personenauto;FIAT;17869.0;ZWART;normaal
00TKN8;Personenauto;FIAT;13139.0;BLAUW;normaal
00TKS2;Personenauto;FIAT;13139.0;BLAUW;normaal
00TKV8;Personenauto;FIAT;13239.0;BLAUW;normaal
00TLB2;Personenauto;FIAT;15344.0;WIT;normaal
00TLF6;Personenauto;FIAT;21119.0;GRIJS;hoog
00TLJ5;Personenauto;FIAT;17794.0;ZWART;normaal
00TLJ6;Personenauto;FIAT;10294.0;GRIJS;normaal
00TLP3;Personenauto;FIAT;17869.0;BLAUW;normaal
00TLP4;Personenauto;FIAT;10244.0;GRIJS;normaal
00TLP5;Personenauto;FIAT;10244.0;GRIJS;normaal
00TLV5;Personenauto;FIAT;16794.0;WIT;normaal
00TLV7;Personenauto;FIAT;9344.0;ZWART;normaal
00TLV8;Personenauto;FIAT;13139.0;BLAUW;normaal
00TND2;Personenauto;FIAT;21120.0;ZWART;hoog
00TNS1;Personenauto;FIAT;16195.0;WIT;normaal
00TPG2;Personenauto;FIAT;15244.0;ZWART;normaal
00TPJ8;Personenauto;FIAT;13370.0;GRIJS;normaal
00TPL9;Personenauto;FIAT;18995.0;ROOD;normaal
00TPT3;Personenauto;FIAT;9519.0;GRIJS;normaal
00TPX7;Personenauto;FIAT;14644.0;GRIJS;normaal
00TRH3;Personenauto;FIAT;10144.0;BLAUW;normaal
00TRP3;Personenauto;FIAT;13695.0;ROOD;normaal
00TRT9;Personenauto;FIAT;10244.0;ZWART;normaal
00TSF6;Personenauto;FIAT;10245.0;GRIJS;normaal
00TSF7;Personenauto;FIAT;12589.0;GRIJS;normaal
00TSL8;Personenauto;FIAT;15669.0;ROOD;normaal
00TSL9;Personenauto;FIAT;9744.0;GRIJS;normaal
00TSN1;Personenauto;FIAT;19223.0;GRIJS;normaal
00TSX6;Personenauto;FIAT;14894.0;WIT;normaal
00TSX7;Personenauto;FIAT;10244.0;GRIJS;normaal
00TSX8;Personenauto;FIAT;9819.0;GRIJS;normaal
00TTD9;Personenauto;FIAT;10295.0;GRIJS;normaal
00TTP5;Personenauto;FIAT;15144.0;BLAUW;normaal
00TTS6;Personenauto;FIAT;15795.0;WIT;normaal
00TVD1;Personenauto;FIAT;9519.0;BEIGE;normaal
00TVG9;Personenauto;FIAT;9845.0;ZWART;normaal
00TVK5;Personenauto;FIAT;20019.0;ROOD;hoog
00TVX5;Personenauto;FIAT;8194.0;ROOD;normaal
00TXG6;Personenauto;FIAT;12690.0;WIT;normaal
00TXK1;Personenauto;FIAT;8445.0;GEEL;normaal
00TXN8;Personenauto;FIAT;19764.0;ROOD;normaal
00TXN9;Personenauto;FIAT;12389.0;GRIJS;normaal
00TXT7;Personenauto;FIAT;11964.0;GRIJS;normaal
00TXT8;Personenauto;FIAT;12790.0;WIT;normaal
00TZB1;Personenauto;FIAT;14494.0;GRIJS;normaal
00TZB3;Personenauto;FIAT;12439.0;GRIJS;normaal
00TZH8;Personenauto;FIAT;16194.0;BLAUW;normaal
00TZH9;Personenauto;FIAT;10145.0;WIT;normaal
00TZJ1;Personenauto;FIAT;17204.0;GRIJS;normaal
00TZJ2;Personenauto;FIAT;19299.0;GRIJS;normaal
00TZN2;Personenauto;FIAT;15119.0;BLAUW;normaal
00TZT7;Personenauto;FIAT;13290.0;BLAUW;normaal
00TZZ3;Personenauto;FIAT;11689.0;ROOD;normaal
00XBJ5;Personenauto;FIAT;12439.0;ROOD;normaal
00XBN2;Personenauto;FIAT;12940.0;BLAUW;normaal
00XDF1;Personenauto;FIAT;16944.0;WIT;normaal
00XDH9;Personenauto;FIAT;20094.0;ROOD;hoog
00XDJ1;Personenauto;FIAT;12340.0;BRUIN;normaal
00XDL6;Personenauto;FIAT;11989.0;GRIJS;normaal
00XDR2;Personenauto;FIAT;9919.0;GRIJS;normaal
00XDZ8;Personenauto;FIAT;12840.0;BLAUW;normaal
00XFF9;Personenauto;FIAT;16185.0;GRIJS;normaal
00XFJ8;Personenauto;FIAT;16622.0;ZWART;normaal
00XFJ9;Personenauto;FIAT;12340.0;BEIGE;normaal
00XFP6;Personenauto;FIAT;16065.0;ZWART;normaal
00XFX5;Personenauto;FIAT;20544.0;WIT;hoog
00XFX6;Personenauto;FIAT;8194.0;GEEL;normaal
00XFX7;Personenauto;FIAT;13640.0;BLAUW;normaal
00XGH4;Personenauto;FIAT;15094.0;GRIJS;normaal
00XGH5;Personenauto;FIAT;18044.0;GRIJS;normaal
00XGH6;Personenauto;FIAT;8194.0;GRIJS;normaal
00XGZ4;Personenauto;FIAT;17944.0;WIT;normaal
00XHS3;Personenauto;FIAT;13539.0;BLAUW;normaal
00XJF1;Personenauto;FIAT;9269.0;GRIJS;normaal
00XJS2;Personenauto;FIAT;13539.0;BLAUW;normaal
00XKG9;Personenauto;FIAT;13795.0;GRIJS;normaal
00XKX1;Personenauto;FIAT;12289.0;BEIGE;normaal
00XLD9;Personenauto;FIAT;9819.0;ZWART;normaal
00XLF2;Personenauto;FIAT;50587.0;WIT;hoog
00XLP4;Personenauto;FIAT;23045.0;WIT;hoog
00XNG9;Personenauto;FIAT;10295.0;ZWART;normaal
00XPB6;Personenauto;FIAT;15694.0;WIT;normaal
00XPB7;Personenauto;FIAT;9819.0;GRIJS;normaal
00XPB8;Personenauto;FIAT;17139.0;ZWART;normaal
00XPB9;Personenauto;FIAT;12340.0;ZWART;normaal
00XPR6;Personenauto;FIAT;10145.0;BLAUW;normaal
00XPR7;Personenauto;FIAT;9344.0;ROOD;normaal
00XPR8;Personenauto;FIAT;9720.0;WIT;normaal
00XPR9;Personenauto;FIAT;17441.0;WIT;normaal
00XPS1;Personenauto;FIAT;17139.0;GRIJS;normaal
00XPS2;Personenauto;FIAT;16689.0;ZWART;normaal
00XPS3;Personenauto;FIAT;12089.0;BRUIN;normaal
00XRF9;Personenauto;FIAT;14040.0;BLAUW;normaal
00XRK8;Personenauto;FIAT;18669.0;WIT;normaal
00XRK9;Personenauto;FIAT;12895.0;WIT;normaal
00XRS5;Personenauto;FIAT;16410.0;ZWART;normaal
